id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024083,45549.01806,Marikina,Philippines,Male,30,College degree,Datacamp,"Built a data pipeline for Meta, LinkedIn, Google, Apple, and TikTok ads data using fivetran and dbt. Created a digital marketing dashboard for the company showing ad performance. ","IT, BPO, and Business Services",Career shifter,Work city same as residence,Marikina,"85,001 to 95,000",Full-time,Mostly work from home/ fully remote,Data Analyst,"Business Analyst, Analytics Engineer",6 to 10,Fivetran,dbt,AWS Redshift,"Don't know, dbt cloud? ","Tableau, Periscope, Mixpanel",None,None,None,Amazon Web Services (AWS),PostgreSQL,"Google sheets, Google Drive, Slack",SQL,"Chatgpt, Copilot, Gemini, Github copilot",,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AIM-Master of Science in Data Science, Community: SPARTA PH, Data Analytics Philippines, Datasense Philippines, Power BI Philippines UG, Project SPARTA, R User Group - Philippines, SPARTA PH: Data Engineer","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Co-training/ Training",None,LinkedIn,Multinational employer
2024086,45549.43056,"Manila, Philippines",Philippines,Male,26,Master's degree,"Google Cloudskills Boost, LinkedIn Learning, W3Schools",Homemade Alexa,Retail,Professional,Work city same as residence,"MOA Complex, Pasay City","125,001 to 250, 000",Full-time,Hybrid,Data Scientist,"Management, Data Engineer, Data Analyst, Business Analyst, Analytics Engineer, Machine Learning Engineer",4 to 5,Don't know,"Pandas, Spark","Databricks, Big Query",Databricks Workflows,Tableau,None,None,None,"Google Cloud Platform (GCP), Databricks",Apache Spark,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Discord","Python, R, SQL","Chatgpt, Gemini","Colab Notebooks, Google Cloud Vertex AI Workbench, Databricks Collaborative Notebooks",laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Data Science Philippines, Data Science Philippines Discussion Group (Moderated)","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Co-training/ Training",None that I could think of currently,My network  - people I know,Local employer
2024090,45549.49167,"Cebu City, Philippines",Philippines,Male,26,College degree,"Coursera, Datacamp, Kaggle Online course, W3Schools",Report automation,"IT, BPO, and Business Services",Career shifter,Work city same as residence,Cebu City,"25,001 to 35,000",Full-time,Hybrid,Data Analyst,"Data Engineer, AI Engineer",1 - Just me,Databricks,"Pandas, Spark",Databricks,None,Looker,,None,Unity Catalog,"Microsoft Azure, Databricks",,"Google sheets, Excel, OneDrive, MS Teams","Python, SQL","Chatgpt, Databricks assistant",,workstation,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AI Pilipinas, AIM-Master of Science in Data Science, Community: SPARTA PH, Datasense Philippines, PizzaPy - Cebu Python Users Group, Project SPARTA","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Volunteer for group initiatives",Weekly Stream,"LinkedIn, My network  - people I know",Multinational employer
2024102,45551.67708,"Montalban, Rizal",Philippines,Male,25,College degree,"Datacamp, SoloLearn, Mimo","Nothing, still learning data using SQL",Banking / Finance / Insurance,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, OneDrive, Zoom, MS Teams, Google Meet",M language (Power Query),Chatgpt,Kaggle Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Big Data Analytics PH, Community: SPARTA PH, Data Analytics Philippines, Data and Analytics Manila, Power BI Users Meetup, Project SPARTA","Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Coordinate during events, Co-training/ Training",Using several online group and being active throughout FB group at FB GC,,Local employer
2024104,45551.93125,"Quezon City, Philippines",Philippines,Prefer not to say,45,Master's degree,"Google Analytics, Pluralsight, Udemy, W3Schools, Youtube bootcamp",Automation of report under MS Excel only via VBA and MS SQL,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Mandaluyong ,"55,001 to 65,000",Full-time,Hybrid,Data Analyst,Business Analyst,4 to 5,Fivetran,SQL/Snowflake,Snowflake,Don't know,"Power BI, DOMO & Sigma",Don't know,Don't know,"Don't know, None","Google Cloud Platform (GCP), Microsoft Azure, Snowflake","Don't know, None","Excel, OneDrive, Monday.com, MS Teams","DAX (Power BI), M language (Power Query), SQL, VBA","Chatgpt, Copilot",PythonAnywhere Jupyter Notebook,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, Data and Analytics Manila, Data Ethics PH, Datasense Philippines, DEVCON Philippines, Digital Analytics Philippines, Power BI Users Meetup",,"Answer surveys, Connect with sponsors, Joint initiative with other groups, Lead a study group, Co-training/ Training, Volunteer for group initiatives",Small group per location like barkadahan o fraternity heheh,"My network  - people I know, Office other department ",Multinational employer
2024107,45552.63333,Pampanga,Philippines,Male,30,College degree,Datacamp,Data modeling and transitioning the data quality package from dq tools to elementary,"IT, BPO, and Business Services",Professional,Work city same as residence,WFH,"125,001 to 250, 000",Full-time,Mostly work from home/ fully remote,Analytics Engineer,Data Engineer,6 to 10,Fivetran,dbt,Snowflake,Airflow,Domo,None,Elementary,None,"Microsoft Azure, Snowflake",,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Slack","Python, SQL","Chatgpt, Copilot",local jupyter lab,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Analytics Association of the Philippines, Data Analytics Philippines, Data Science Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Lead a study group, Mentor, Co-training/ Training, Volunteer for group initiatives",None,LinkedIn,Multinational employer
2024111,45553.34653,"Quezon City, Philippines",Philippines,LGBTQ+,23,Secondary school student,"Coursera, Datacamp",Still in the learning process. No project initiated yet.,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Pasay City,"25,001 to 35,000",Full-time,100% onsite,Customer Service ,Customer Service ,1 - Just me,None,None,None,None,None,None,None,None,None,None,"Google sheets, Excel, Google Drive, MS Teams, Google Meet, Slack, Discord",,None,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Data Analytics Philippines,"Decision to shift, Upskill / Skill acquisition","Answer surveys, Coordinate during events, Volunteer for group initiatives",Monthly physical event/meetups,My network  - people I know,Multinational employer
2024114,45553.43264,"Taguig, Philippines",Philippines,Female,50,College degree,"Datacamp, Google Cloudskills Boost","Automating the extraction and concersion of sales reports of creative entreps and providing analysis, insights and recommendations using Gen AI has empowered them to make data-driven business decisions that otherwise would not be possible","IT, BPO, and Business Services",Professional,Work city same as residence,Taguig,"125,001 to 250, 000",Full-time,Hybrid,AI Engineer,"Data Scientist, AI Engineer",11 to 30,None,Pandas,Big Query,None,"Power BI, Tableau",None,None,None,Google Cloud Platform (GCP),PostgreSQL,"Google sheets, Excel, Google Drive, OneDrive, MS Teams","Python, SQL","Chatgpt, Gemini, Groq","Colab Notebooks, Google Cloud Vertex AI Workbench",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, Data Science Manila, Data Science Philippines Discussion Group (Moderated), Eskwelabs Data Science Aral-Aral Group, FTW Foundation, WiTech, Women Who Code Manila","Continued learning, Network","Mentor, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",,LinkedIn,Multinational employer
2024115,45553.44583,"Manila, Philippines",Philippines,Male,29,College degree,Not currently using any digital tools for learning,Analysis on MySQL Sakila DB,Engineering ,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive","M language (Power Query), SQL",Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",Datasense Philippines,,,,,Local employer
2024121,45553.52083,"Makati, Philippines",Philippines,LGBTQ+,24,College degree,"Datacamp, LinkedIn Learning, StrataScratch","Power BI Enhancement project (work project) - Nespresso Sales Team Dashboard

- Studied and documented process mapping of an existing dashboard
- Data migrated SAP HANA as source to Power BI via Power Automate and Sharepoint
- Enhanced visuals and measures upon request from stakeholders
- Maintained and troubleshooted issues if needed",Banking / Finance / Insurance,Professional,Work city same as residence,Makati City,"45,001 to 55, 000",Full-time,Mostly work from home/ fully remote,Data Analyst,Business Analyst,11 to 30,,,,,,,,,,,"Excel, MS Teams","DAX (Power BI), M language (Power Query), SQL",Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Power Apps Pilipinas Community, Power BI Philippines UG","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Lead a study group, Co-training/ Training, Volunteer for group initiatives",None so far. The group has fb and discord already thats already good.,"My network  - people I know, Facebook groups",Local employer
2024128,45553.65486,"Paranaque, Philippines",Philippines,Male,38,College degree,Datacamp,none,Own Business/ Consultancy/Freelance,Career shifter,Work city same as residence,Paranaque City,"65,001 to 75,000",Freelance,Mostly work from home/ fully remote,trader,Data Analyst,11 to 30,"Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Splunk, Don't know","Google sheets, Excel, Slack","Python, R, SQL",Chatgpt,No,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, R User Group - Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network",Answer surveys,none,LinkedIn,Multinational employer
2024131,45553.80764,"Puerto Princesa, Philippines",Philippines,Female,28,College degree,"Not currently using any digital tools for learning, ",Clustering of Customers in the Adventureworks data,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Puerto Princesa City,"65,001 to 75,000",Full-time,Mostly work from home/ fully remote,Data Analyst,"Data Engineer, Business Analyst",4 to 5,None,None,None,None,Power BI,None,None,None,Amazon Web Services (AWS),PostgreSQL,"Google sheets, Excel, Google Drive, Trello, MS Teams","DAX (Power BI), M language (Power Query), Python, SQL",Chatgpt,Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, FTW Foundation, Power Apps Pilipinas Community, Women Who Code Manila","Career advancement, Upskill / Skill acquisition",Answer surveys,,"LinkedIn, Indeed",Multinational employer
2024132,45553.83681,"Quezon City, Philippines",Philippines,Male,25,College degree,"Datacamp, MicrosoftLearn, Udemy","I developed an updated versions of 2 work processes in our company - Tracking the data for Employee Attrition and Pulse (similar to Temp checks if an Employee is forecasted to resign for any particular reason, and an action plan is needed in order prevent the employee from separating). I first developed Macro-based Excel Tools (1 for Attrition Tracking, and another for Pulse Tracking) which served as the main Data Entry Tool for gathering data for Attrition and Pulse from multiple accounts within the business unit I'm supporting. I created a consolidated Excel File containing a cleaned-up version of the Main roster file maintained by our Workforce Department (Excel-based) to the individual tools to ensure that the tools have updated rosters, serving as references so that when a user inputs the Employee Number in a form, it should auto-populate the form with the other Employee Details. I made the connections via Power Query. I, then, created another separate data dump for collecting all the submissions from the individual tools, which serves as the main raw data source file I used for the Power BI Report I also created which shows some visuals about the % of each Attrition depending on Site Location, Position, Tenurity, Main Separation reason, etc. I've also integrated a compliance tracker as well in order to monitor each of the Accounts/Departments.","IT, BPO, and Business Services",Career shifter,Work city different from residence,Makati City,"15,001 to 25,000",Full-time,"Anywhere, as I'm not really being required to go onsite, but I do choose to go onsite during the latter half of my shifts because I wait for my partner to finish her shift - she works also in the same company, but her shift finishes 3hours after mine ends.",Reports Analyst - mainly maintaining and developing Power BI and Excel-based reports.,"Management, Data Engineer, Data Analyst, Developer",2 to 3,None,Power Query,None,None,Power BI,None,None,None,None,None,"Excel, OneDrive, MS Teams","DAX (Power BI), M language (Power Query), VBA","Chatgpt, Copilot",PythonAnywhere Jupyter Notebook,laptop,"No, I just found out now.",,"Data Analytics Philippines, Datasense Philippines, Power Apps Pilipinas Community, Power BI Philippines UG","Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Volunteer for group initiatives",None so far,Social Media - I started as an Agent in the company I'm working at and eventually moved up to my current role.,Multinational employer
